comment,cleaned_comment,case_folding,normalization,label,text_en
pas awal iphone ini di pasarkan katanya xiaomi rilis hp juga yaitu xiaomi 17 pro yg saingin ni iphone,pas awal iphone ini di pasarkan katanya xiaomi rilis hp juga yaitu xiaomi 17 pro yg saingin ni iphone,pas awal iphone ini di pasarkan katanya xiaomi rilis hp juga yaitu xiaomi 17 pro yg saingin ni iphone,pas awal iphone ini di pasarkan katanya xiaomi rilis hp juga yaitu xiaomi 17 pro yang saingin nih iphone,0,pas awal iphone ini di pasarkan katanya xiaomi rilis hp juga yaitu xiaomi 17 pro yang saingin nih iphone
Kalian tau gak guys kenapa kok kita bisa terpancing menonton videonya bang David padahal ya sama sama aja gitu yang beda cuman barang yang diriview dll gitu yang tau coba jawab karena gua juga ikut terpancing padahal gua juga tau gitu,Kalian tau gak guys kenapa kok kita bisa terpancing menonton videonya bang David padahal ya sama sama aja gitu yang beda cuman barang yang diriview dll gitu yang tau coba jawab karena gua juga ikut terpancing padahal gua juga tau gitu,kalian tau gak guys kenapa kok kita bisa terpancing menonton videonya bang david padahal ya sama sama aja gitu yang beda cuman barang yang diriview dll gitu yang tau coba jawab karena gua juga ikut terpancing padahal gua juga tau gitu,kalian tau tidak guys kenapa kok kita bisa terpancing menonton videonya abang david padahal ya sama sama saja begitu yang beda cuman barang yang diriview dll begitu yang tau coba jawab karena gua juga ikut terpancing padahal gua juga tau begitu,1,kalian tau tidak guys kenapa kok kita bisa terpancing menonton videonya abang david padahal ya sama sama saja begitu yang beda cuman barang yang diriview dll begitu yang tau coba jawab karena gua juga ikut terpancing padahal gua juga tau begitu
Nonton pakai Iqoo Z9??,Nonton pakai Iqoo Z9,nonton pakai iqoo z9,menonton pakai iqoo z9,1,watch using iqoo z9
"Makasih bang david, cuma kamu yang bilang dsain ip 17 pro kurang, dan jujur emang ra masuk, <br>Semoga jujur dan apa adanya trs tiap riview,<br>Dan saya masih setia pakai samsung seri A",Makasih bang david cuma kamu yang bilang dsain ip 17 pro kurang dan jujur emang ra masuk Semoga jujur dan apa adanya trs tiap riviewDan saya masih setia pakai samsung seri A,makasih bang david cuma kamu yang bilang dsain ip 17 pro kurang dan jujur emang ra masuk semoga jujur dan apa adanya trs tiap riviewdan saya masih setia pakai samsung seri a,abang david cuma kamu yang bilang dsain iphone 17 pro kurang dan jujur memang ra masuk semoga jujur dan apa adanya terus tiap riviewdan saya masih setia pakai samsung seri a,0,"Brother David, you're the only one who says that the design of the iPhone 17 Pro is lacking and to be honest, it's really good, I hope it's honest and true to every review and I'm still faithfully using the Samsung A series"
bang unboxing infinix gt 30 5G,bang unboxing infinix gt 30 5G,bang unboxing infinix gt 30 5g,abang unboxing infinix begitu 30 5g,1,bro unboxing infinix so 30 5g
Untung bgt gak ngambil seri 17?? apalagi liat warna putih seri pro belakang ny udh kek pake salonpas,Untung bgt gak ngambil seri 17 apalagi liat warna putih seri pro belakang ny udh kek pake salonpas,untung bgt gak ngambil seri 17 apalagi liat warna putih seri pro belakang ny udh kek pake salonpas,untung banget tidak ngambil seri 17 apalagi lihat warna putih seri pro belakang nya sudah kayak pakai salonpas,0,"I'm really lucky I didn't take the 17 series, especially looking at the white color of the Pro series on the back, it looks like I'm using a salonpaste"
Hahahaha Hijau Miskinnnnnn....jadi Minder bang ngakak,Hahahaha Hijau Miskinnnnnnjadi Minder bang ngakak,hahahaha hijau miskinnnnnnjadi minder bang ngakak,hahahaha hijau miskinnnnnnjadi minder abang mengakak,1,hahahaha hijau miskinnnnnnjadi minder abang mengakak
Berarti yang eSIM only cuma iphone 17 air aja kan?,Berarti yang eSIM only cuma iphone 17 air aja kan,berarti yang esim only cuma iphone 17 air aja kan,berarti yang esim only cuma iphone 17 air saja kan,0,"That means the ESIM only is the iPhone 17 Air, right?"
Nonton cuman utk hayalan saja,Nonton cuman utk hayalan saja,nonton cuman utk hayalan saja,menonton cuman untuk hayalan saja,1,Watching is just for the imagination
"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=1797"">29:57</a> ekspresinya david terlihat kecewa dgn hasil kamera yg kalah sama iP 16 ??????<br>padahal emang faktanya emang gitu, tp mungkin bakal ada fix di update software berikutnya.<br>atau mungkin software ioS versi indo nya nanti beda hasil.",padahal emang faktanya emang gitu tp mungkin bakal ada fix di update software berikutnyaatau mungkin software ioS versi indo nya nanti beda hasil,padahal emang faktanya emang gitu tp mungkin bakal ada fix di update software berikutnyaatau mungkin software ios versi indo nya nanti beda hasil,padahal memang faktanya memang begitu tapi mungkin bakal ada fix di update software berikutnyaatau mungkin software ios versi indonesia ya nanti beda hasil,0,"even though that's the fact, but maybe there will be a fix in the next software update or maybe the Indonesian version of the iOS software, then the results will be different"
"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=185"">3:05</a> : IJO MISK1N ??",a href  IJO MISK1N ,a href  ijo misk1n ,a href ijo misk1n,1,a href ijo misk1n
Di tunggu buat review 17pronya bang ?,Di tunggu buat review 17pronya bang ,di tunggu buat review 17pronya bang ,di tunggu buat review 17pronya abang,1,"waiting for a review of the 17pro, brother"
"Rakyatnya udah bayar pajak mahal2, tapi negara malah makin miris. Sorry bang ??",Rakyatnya udah bayar pajak mahal2 tapi negara malah makin miris Sorry bang ,rakyatnya udah bayar pajak mahal2 tapi negara malah makin miris sorry bang ,rakyatnya sudah bayar pajak mahal2 tapi negara malah makin miris sorry abang,0,"The people already pay expensive taxes but the country is even more sad, sorry, bro"
"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=180"">3:00</a> beneran mirip poco x7 pro tapi lebih simpel ??",a href beneran mirip poco x7 pro tapi lebih simpel ,a href beneran mirip poco x7 pro tapi lebih simpel ,a href benaran mirip poco x7 pro tapi lebih simpel,1,a href is really similar to the Poco X7 Pro but simpler
Mending 16 pro sih,Mending 16 pro sih,mending 16 pro sih,mending 16 pro sih,2,It's better if it's 16 pro
iphone 17 pro x persija?,iphone 17 pro x persija,iphone 17 pro x persija,iphone 17 pro kali persija,0,iphone 17 pro kali persija
iphone 17 pro x persija?,iphone 17 pro x persija,iphone 17 pro x persija,iphone 17 pro kali persija,0,iphone 17 pro kali persija
Infinix GT 30 5G banggg,Infinix GT 30 5G banggg,infinix gt 30 5g banggg,infinix begitu 30 5g banggg,1,infinix so 30 5g proud
48mp ??,48mp ,48mp ,48mp,1,48mp
Wahhhh caerrr pajak... Rubicon baru ni??,Wahhhh caerrr pajak Rubicon baru ni,wahhhh caerrr pajak rubicon baru ni,wahhhh caerrr pajak rubicon baru nih,0,"Wow, the new Tax Rubicon is coming"
"Orange nya, ngingetin gw sama Sony Erricson ??",Orange nya ngingetin gw sama Sony Erricson ,orange nya ngingetin gw sama sony erricson ,orange ya mengingatkan gue sama sony erricson,1,people who remind me of Sony Ericsson
Iphone jaman old : penasaran lihat teknologi terbaru yg bakal android tiru dan masukin di ponselny. <br>. <br>Iphone jaman New : Penasaran teknologi android apa yg akhirnya di masukin di ponselnya????????,Iphone jaman old  penasaran lihat teknologi terbaru yg bakal android tiru dan masukin di ponselny  Iphone jaman New  Penasaran teknologi android apa yg akhirnya di masukin di ponselnya,iphone jaman old  penasaran lihat teknologi terbaru yg bakal android tiru dan masukin di ponselny  iphone jaman new  penasaran teknologi android apa yg akhirnya di masukin di ponselnya,iphone jaman old penasaran lihat teknologi terbaru yang bakal android tiru dan memasuki di ponselny iphone jaman new penasaran teknologi android apa yang akhirnya di memasuki di ponselnya,0,"Old era iPhones, curious to see the latest technology that Android will emulate and enter on their cell phones, New era iPhones, curious about what Android technology will finally enter their cell phones."
REKOMENDASI SPEAKER BANG ??,REKOMENDASI SPEAKER BANG ,rekomendasi speaker bang ,rekomendasi speaker abang,1,speaker recommendation bro
Mirip poco wkwkwk,Mirip poco wkwkwk,mirip poco wkwkwk,mirip poco wkwkwk,0,looks like Poco hahaha
"Kemungkinan di masa depan akan ada hp yg tidak pakai kartu sim, tapi support semua jaringan. Seandainya mau ganti nomor tinggal beli nomer aja tampa ganti kartu??",Kemungkinan di masa depan akan ada hp yg tidak pakai kartu sim tapi support semua jaringan Seandainya mau ganti nomor tinggal beli nomer aja tampa ganti kartu,kemungkinan di masa depan akan ada hp yg tidak pakai kartu sim tapi support semua jaringan seandainya mau ganti nomor tinggal beli nomer aja tampa ganti kartu,kemungkinan di masa depan akan ada hp yang tidak pakai kartu sim tapi support semua jaringan seandainya mau ganti nomor tinggal beli nomer saja tampa ganti kartu,1,"It's possible that in the future there will be cellphones that don't use SIM cards but support all networks. If you want to change your number, just buy the number without changing the card."
Koq angka pajaknya berbeda yaa dengan yang dibayarkan oleh @K2G ?,Koq angka pajaknya berbeda yaa dengan yang dibayarkan oleh  ,koq angka pajaknya berbeda yaa dengan yang dibayarkan oleh  ,kok angka pajaknya berbeda ya dengan yang dibayarkan oleh,1,How come the tax figures are different from those paid by
Rakit pc bang.,Rakit pc bang,rakit pc bang,rakit pc abang,1,brother's pc raft
yang seri airnya mana,yang seri airnya mana,yang seri airnya mana,yang seri airnya mana,1,where is the water draw?
pajak pajak .,pajak pajak ,pajak pajak ,pajak pajak,0,tax tax
Yang di tunggu² nih,Yang di tunggu nih,yang di tunggu nih,yang di tunggu nih,1,yang di tunggu nih
Tengahnya tinggal di psg stiker shopee ??,Tengahnya tinggal di psg stiker shopee ,tengahnya tinggal di psg stiker shopee ,tengahnya tinggal di psg stiker shopee,1,in the middle it's just PSG Shopee stickers
Mantap<br>Saya suka sekali keamanan nya,MantapSaya suka sekali keamanan nya,mantapsaya suka sekali keamanan nya,mantapsaya suka sekali keamanan ya,2,"great, I really like security"
Nunggu di ready di indonesia??,Nunggu di ready di indonesia,nunggu di ready di indonesia,menunggu di ready di indonesia,1,waiting to be ready in Indonesia
"Liat desain iphone 17 seri pro, mungkin gak sih kalo  iphone nantinya bakal ada layar lagi dibelakangnya kaya hp android??",Liat desain iphone 17 seri pro mungkin gak sih kalo  iphone nantinya bakal ada layar lagi dibelakangnya kaya hp android,liat desain iphone 17 seri pro mungkin gak sih kalo  iphone nantinya bakal ada layar lagi dibelakangnya kaya hp android,lihat desain iphone 17 seri pro mungkin tidak sih kalau iphone nantinya bakal ada layar lagi dibelakangnya kayak hp android,0,"Look at the design of the iPhone 17 Pro series, maybe the iPhone will have another screen behind it like an Android phone?"
Warnanya yang pro kaya almu yang di anodize??,Warnanya yang pro kaya almu yang di anodize,warnanya yang pro kaya almu yang di anodize,warnanya yang pro kayak almu yang di anodize,1,The color is pro like anodized Almu
"Kalo ntar gw beli iPhone gw lebih milih beli iPhone 16 Pro sih daripada 17 pro, desain belakang hp nya itu jelek bgt sih menurutku, ga kaya iPhone pada umumnya ??",Kalo ntar gw beli iPhone gw lebih milih beli iPhone 16 Pro sih daripada 17 pro desain belakang hp nya itu jelek bgt sih menurutku ga kaya iPhone pada umumnya ,kalo ntar gw beli iphone gw lebih milih beli iphone 16 pro sih daripada 17 pro desain belakang hp nya itu jelek bgt sih menurutku ga kaya iphone pada umumnya ,kalau entar gue beli iphone gue lebih memilih beli iphone 16 pro sih daripada 17 pro desain belakang hp ya itu jelek banget sih menurutku tidak kayak iphone pada umumnya,0,kalau entar gue beli iphone gue lebih memilih beli iphone 16 pro sih daripada 17 pro desain belakang hp ya itu jelek banget sih menurutku tidak kayak iphone pada umumnya
Coba xiaomi 17 pro om bisa d bandingkan,Coba xiaomi 17 pro om bisa d bandingkan,coba xiaomi 17 pro om bisa d bandingkan,coba xiaomi 17 pro om bisa di bandingkan,1,"try the xiaomi 17 pro, you can compare it"
Pajaknya wow,Pajaknya wow,pajaknya wow,pajaknya wow,0,the taxes wow
Oren walkman phone.<br>Desain ibarat mobil kyk versi racing yg dibikin gahar &amp; mencolok &amp; jd ilang elegannya.<br><br>17 reguler yg bikin ngiler. Dan penasaran sama yg air.,Oren walkman phoneDesain ibarat mobil kyk versi racing yg dibikin gahar amp mencolok amp jd ilang elegannya17 reguler yg bikin ngiler Dan penasaran sama yg air,oren walkman phonedesain ibarat mobil kyk versi racing yg dibikin gahar amp mencolok amp jd ilang elegannya17 reguler yg bikin ngiler dan penasaran sama yg air,oren walkman phonedesain ibarat mobil kayak versi racing yang dibikin gahar amp mencolok amp jadi hilang elegannya17 reguler yang bikin ngiler dan penasaran sama yang air,0,oren walkman phonedesain ibarat mobil kayak versi racing yang dibikin gahar amp mencolok amp jadi hilang elegannya17 reguler yang bikin ngiler dan penasaran sama yang air
Ganjil inovasi baru<br>Genap penyempurnaan,Ganjil inovasi baruGenap penyempurnaan,ganjil inovasi barugenap penyempurnaan,ganjil inovasi barugenap penyempurnaan,0,odd new innovationeven improvement
"6,3 inch sih pas banget gk kekecilan gk kegedean",63 inch sih pas banget gk kekecilan gk kegedean,63 inch sih pas banget gk kekecilan gk kegedean,63 inch sih pas banget tidak kekecilan tidak kegedean,0,"63 inches is just right, not too small, not too big"
"17 basic lebih masuk sih bang, nunggu chanel monet dulu deh ??",17 basic lebih masuk sih bang nunggu chanel monet dulu deh ,17 basic lebih masuk sih bang nunggu chanel monet dulu deh ,17 basic lebih masuk sih abang menunggu chanel monet dulu deh,1,"17 basics are in, bro, wait for the Monet channel first"
menurut ku iphone 17 keren sih untuk bentuk kyk gitu kalo di bilng ada yg ga suka <br>kyk udh selera aja sih <br>gw suka banget karna akhir nya iphone keluar dari model hp nya yg gitu gitu aja dan keren sih <br>cuman jujur pas di pake casing kok jadi jelek kayk poco <br>btw gw sempet pake poco m4 <br>jdi rasa gw selera aja sih,menurut ku iphone 17 keren sih untuk bentuk kyk gitu kalo di bilng ada yg ga suka kyk udh selera aja sih gw suka banget karna akhir nya iphone keluar dari model hp nya yg gitu gitu aja dan keren sih cuman jujur pas di pake casing kok jadi jelek kayk poco btw gw sempet pake poco m4 jdi rasa gw selera aja sih,menurut ku iphone 17 keren sih untuk bentuk kyk gitu kalo di bilng ada yg ga suka kyk udh selera aja sih gw suka banget karna akhir nya iphone keluar dari model hp nya yg gitu gitu aja dan keren sih cuman jujur pas di pake casing kok jadi jelek kayk poco btw gw sempet pake poco m4 jdi rasa gw selera aja sih,menurut ku iphone 17 keren sih untuk bentuk kayak begitu kalau di bilang ada yang tidak suka kayak sudah selera saja sih gue suka banget karena akhir ya iphone keluar dari model hp ya yang begitu begitu saja dan keren sih cuman jujur pas di pakai casing kok jadi jelek kayk poco btw gue sempat pakai poco m4 jadi rasa gue selera saja sih,0,"I think the iPhone 17 is cool for the shape like that. If you say that there are people who don't like it, it's just a matter of taste. I really like it because finally, the iPhone came out of a cell phone model that was so simple and cool. To be honest, when you use the case, why does it look ugly like a poco btw?"
Iphone 17 Pro Orange jadi inget Sony Ericsson Walkman,Iphone 17 Pro Orange jadi inget Sony Ericsson Walkman,iphone 17 pro orange jadi inget sony ericsson walkman,iphone 17 pro orange jadi ingat sony ericsson walkman,1,iPhone 17 Pro Orange reminds me of Sony Ericsson Walkman
G nyesel beli ip 16 pro,G nyesel beli ip 16 pro,g nyesel beli ip 16 pro,tidak menyesal beli iphone 16 pro,0,I don't regret buying the iPhone 16 Pro
warna orangenya jd keingetan warna SE seri Walkman ??,warna orangenya jd keingetan warna SE seri Walkman ,warna orangenya jd keingetan warna se seri walkman ,warna orangenya jadi keingetan warna se seri walkman,1,warna orangenya jadi keingetan warna se seri walkman
"<a href=""https://www.youtube.com/watch?v=9-poYwCZxDQ&amp;t=977"">16:17</a> kalau gak salah aku, itu kena ada lebih dari 2 org bang utk landscape. Kalo dua orang, di zoom out aja.",a href kalau gak salah aku itu kena ada lebih dari 2 org bang utk landscape Kalo dua orang di zoom out aja,a href kalau gak salah aku itu kena ada lebih dari 2 org bang utk landscape kalo dua orang di zoom out aja,a href kalau tidak salah aku itu kena ada lebih dari 2 orang abang untuk landscape kalau dua orang di zoom out saja,1,a href if I'm not mistaken I was hit with more than 2 people for landscape if two people just zoom out
